id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
3145760,Rental unit in The Hague · ★4.98 · 1 bedroom · 1 bed · 1 bath,"Located between the beach and the city centre Duinoord is a quiet historic residential area. The apartment is at walking distance from the Peace Palace (five minutes) and other international organisations.<br /><br />I love living in Duinoord. There is a traditional shopping street around the corner. You van visit the large collection of Mondrian paintings at the Gemeentemuseum, read your book at the beautifully kept Sweelinckplein and enjoy the restaurants and home decoration shops of the Zeehelden district. All at walking distance.",15969204,5/25/2014,"Thank you for viewing my listing! I would like to tell you that I am married to Sebastian. He is interim manager for IT-projects and we have two children of school going age. 

We are living/working in the same house as the loft and the studio. At the ground floor we have made our office. At the fourth floor we have made two apartments. Nearby, we are also renting out two furnished two bedroom apartments to people who are going to live in the Netherlands for several months or longer. 

I work at the Netherlands Ministry of Foreign Affairs. Sebastian and I have traveled quite a bit. Now, I am fully enjoying the Netherlands and I hope that you will do the same.",within a few hours,100%,0%,f,4,t,t,Sweelinckplein en omgeving,Entire rental unit,Entire home/apt,1,1 bath,1,[],$65.00 ,20,300,17,278,121,4.98,4.98,4.87,4.98,4.98,4.98,4.93,f,1.08
3152750,Townhouse in Den Haag · ★4.86 · 3 bedrooms · 3 beds · 1.5 baths,"Quietely located in the vivid Regentesse quarter where you'll find small shops, restaurants and pubs. The beach, international organizations (OPCW, ICC, World Forum, Peace Palace, embassies) and city centre are 5-10 minutes away by bike or public transport (tram and stops 2 min by feet).",14083026,4/9/2014,"Hi I am Marleen,  I live together with my husband Rogier and our two sons Hugo 10 and Oscar 8. When we are away on Holiday we put our house on airbnb. We think it is, especially nice for families, to stay in a family home instead of of a hotel. 
I am an artist and my husband a photographer. This means our house is full of art which we hope you will enjoy too.
x marleen",N/A,N/A,80%,f,1,t,t,Koningsplein en omgeving,Entire townhouse,Entire home/apt,4,1.5 baths,3,[],$189.00 ,5,30,0,13,22,4.86,4.82,4.77,4.86,5,4.91,4.73,f,0.21
3212219,Townhouse in The Hague · ★4.88 · 4 bedrooms · 3 beds · 1 bath,"Lots of kids, playground, nice parks with playground and the beach & dunes",4710716,1/15/2013,Mother of 3 wonderful kids!,within an hour,100%,25%,f,1,t,t,Waalsdorp,Entire townhouse,Entire home/apt,6,1 bath,3,[],$250.00 ,5,30,6,335,8,4.88,4.88,4.38,5,5,4.88,4.63,f,0.15
3350239,Rental unit in Den Haag · 1 bedroom · 1 bed · 1 bath,"Gelegen aan een rustige weg in hartje Scheveningen nabij het Westbroek park en Scheveningse Bosjes. Op loopafstand gelegen van strand, zee, boulevard van Scheveningen en winkels aan de Badhuisweg/Keizerstraat en de Frederik Hendriklaan.",16905609,6/17/2014,,N/A,N/A,100%,f,1,t,t,Van Stolkpark en Scheveningse Bosjes,Entire rental unit,Entire home/apt,2,1 bath,1,[],$165.00 ,3,13,0,8,2,5,4.5,4.5,5,5,5,5,t,0.31
3364927,Rental unit in Den Haag · ★4.50 · 1 bedroom · 1 bed · 1 bath,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",300966,11/27/2010,"I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,22,t,t,Huygenspark,Entire rental unit,Entire home/apt,2,1 bath,1,[],$194.00 ,1,1125,11,317,112,4.5,4.65,4.54,4.82,4.76,4.62,4.62,t,0.97
3486922,Rental unit in The Hague · ★4.87 · 1 bedroom · 1 bed · 1 bath,Close to city center and close to the beach and the dunes.,17005081,6/19/2014,"I work in the  performing arts .
I m vegetarian,love cycling or walking,and  I travel often.
Life in the Hague is good:culture:lot s of theatres,great museum (Gemeente museum,Mauritz house ,Panorama Mesdag + Mesdag Museum). 
I love  going cycling in the dunes by the sea, 20 minutes from home . My apartment is dear to me, and hope to  rent it sometime to sensible people!
I speak french,english,dutch,german is ...ok,spanish i d like to practice.!",within a day,100%,56%,f,1,t,t,Sweelinckplein en omgeving,Entire rental unit,Entire home/apt,1,1 bath,1,[],$60.00 ,5,21,4,300,62,4.87,4.92,4.89,4.92,4.97,4.92,4.82,f,0.54
3691504,Rental unit in The Hague · ★4.87 · 2 bedrooms · 5 beds · 1 bath,,16843059,6/16/2014,"We are a friendly and easy going Dutch couple who have lived abroad as well. We enjoy hospitality, home made food, traveling, the beach, all sorts of music and life in general. We live in The Hague for over 15 years and love the combination of city buzz and beach life. We have 3 girls of 6, 4 and 2.. 

Our home is an eclectic mixture of vintage curiosa and design. The top floor guesthouse is spacious, light and private, you have the whole floor to yourself. Ideal for a visit to The Hague and Scheveningen Beach. If you like a bit of retro and vintage design you will certainly feel at home  in our cosy guesthouse. 

We do our best to make our guest feel at home during their stay.  Looking forward to welcome you!",within a day,100%,53%,t,1,t,t,Belgisch Park,Entire rental unit,Entire home/apt,5,1 bath,5,[],$214.00 ,2,1125,16,287,102,4.87,4.89,4.93,4.96,4.9,4.92,4.7,f,0.89
3709838,Tiny home in The Hague · ★4.65 · 2 bedrooms · 2 beds · 1 bath,"Quite and nice neighbourhood, just 10 minutes walk to the sea.",15969660,5/25/2014,Ik leef samen met mijn zoon Oskar in mijn fijne huis. Ik heb de mogelijkheid mijn huis te verhuren omdat wij de weekenden en vakanties vaak naar mijn vriend in het noorden van het land gaan. ,within a day,50%,100%,f,1,t,t,Rijslag,Tiny home,Entire home/apt,3,1 bath,2,[],$130.00 ,6,15,25,162,57,4.65,4.68,4.6,4.81,4.75,4.82,4.61,t,0.5
3736215,Rental unit in The Hague · ★4.76 · 1 bedroom · 1 bed · Half-bath,"Everything you need is close by. A cinema, shops, bars, the beach, restaurants and easy connections with public transportation.",17994529,7/12/2014,"I am a young guy who is entrepreneurial and likes interaction with other people. I love to think the whole world stands in front of your doorstep because of this bed and breakfast concept.
The reason I made a room available In my house is because I had to much space left. It is not because I have a big house but I don't consume to much of the room. I am doing my best to make a little on the side and at the same time having fun with it. Next to my bed and breakfast I draw buildings with computer software, in general I am a construction engineer.  Well I think this is enough of me for now, hope to see u soon!
",within a day,100%,100%,t,1,t,t,Visserijbuurt,Private room in rental unit,Private room,2,Half-bath,1,[],$69.00 ,2,7,6,66,106,4.76,4.8,4.75,4.8,4.82,4.8,4.65,f,0.93
3874587,Home in Den Haag · ★4.66 · 1 bedroom · 1 bed · 2.5 shared baths,This place has a lot of possibilities in the middle of the city. You are right in the center with all the possibilities and sights around. Within a 5-minute walk you are in the palace garden (Paleistuin) and you will see our King's Palace while enjoying a walk in this garden. Behind the palace garden is the Royal stables which are open to the public on certain days. On the other side of the Peleistuin is the famous Noordeinde street with attractive shops for the sophisticated taste and on the other hand with endless numbers of pupil-inspiring galleries. <br /><br />Within a 10-minute walk you will find the Escher Museum and enjoy its beautiful paintings in its detailed style with love for nature.<br /><br />Panoramamesdag can not be missed either. Indulge all your senses through the greatest painting in the world. <br /><br />The best of Dutch painting of the Golden Age is of course in Mauritshuis (5 minutes walking distance from your stay location). <br /><br />The Binnenhof is the ol,10076415,11/17/2013,"OVER MEZELF
Ik ben geboren in Oekraïne en ben trots op mijn moederland. Sinds 16 jaar geleden woon ik in Nederland (ingeschreven op november 2015) en ben dol op de mogelijkheden die dit (ik noem het mijn) vaderland aan mensen kan bieden. Vriendelijkheid, hardwerkende mentaliteit en discipline spreken me erg aan in Nederland. Ik hou even veel van die 2 prachtige landen.

WELKOM
In mijn huis voel je je gelijk op je gemak. Voel je je thuis en vergeet niet dat je op bezoek bent is mijn motto.

HET KOKEN IN HUIS OF BUITEN HUIS OM ETEN
Het delen van keuken en eetkamer gaat hier in samenwerking met elkaar. Ik kook op vaste tijdstippen: vaak om 17:00 uur. De tijd er voor of er na kan gebruikt worden voor het bereiden van je eigen maaltijd. Het halen van een lekker buitenlands gerecht is hier makkelijk te doen. Grieks, Perzisch, Turks (Istanbul), Chinees, Indisch (Ramna), Italiaans, Japans, Surinaams, Afrikaans en natuurlijk Nederlands eten is hier vaak op 5 minuten loopafstand / makkelijk te vinden.

KOFFIE EN THEELIEFHEBBERS
Voor koffieliefhebbers is Florencia (Italian Icecream) voor de deur. Coffie Company is weer te vinden op 250 meter loopafstand van huis terwijl Boon (koffiebranderij) met verschillende soorten koffie uit verschillende landen  zich op maar 50 meter loopafstand bevindt. Het bezoeken van Lola Bikes & Coffee aan het Noordeinde zorgt zonder meer voor een onvergetelijke ervaring. 
Natuurlijk kan je ook een bakkie koffie thuis zetten met Bialetti Moka Induction mokapot voor 3 kops. Zowel koffie als thee is gratis voor gebruik. 

AUTO PARKEREN
Voor mensen die laat komen of het te druk hebben met hun planning kan geheel kosteloos een bezoekers parkeerkaart gebruikt worden. Deze kaart heeft een beperkt aantal uren dus voor mensen met meer tijd is er mogelijkheid om hun auto ook gratis te parkeren op 15 minuten loopafstand van mijn huis met uitzicht op leuke bezienswaardigheden zoals Vredespaleis, Anna Paulona-straat, Koninklijke stallen en de Paleistuin. 

",within an hour,100%,100%,f,6,t,t,Kortenbos,Private room in home,Private room,3,2.5 shared baths,1,[],$64.00 ,1,1125,30,365,174,4.66,4.69,4.64,4.8,4.86,4.87,4.57,f,1.66
3885792,Rental unit in Den Haag · ★4.60 · 3 bedrooms · 3 beds · 1.5 baths,"This street is just the best; food, coffee, nice shops ...you will find it all!",11897813,2/3/2014,"I  am Dutch Horticulture lecturer and lived in Kenya and South Africa before so I know what it takes to built up a life somewhere else.  
Secondly I am a swim school owner too; we teach adults and kids.

Since summer 2023,  I travel between The Hague and my other new place Villajoyosa, Alicante.

Both my houses are on Airbnb, available when I am away or I lent out the spare room in The Hague to a student for a couple of weeks.",within a day,60%,67%,t,6,t,t,Bezuidenhout-Midden,Entire rental unit,Entire home/apt,4,1.5 baths,3,[],$325.00 ,2,1125,5,115,25,4.6,4.71,4.71,4.96,4.96,4.87,4.61,f,0.22
4070966,Rental unit in The Hague · ★4.77 · 2 bedrooms · 2 beds · 1.5 baths,"100 mtr from beach and boulevard.<br />Nice and child friendly atmosphere.<br />Shops, supermarkets, cafes, restaurants nearby (Keizerstraat and harbour)",8910686,9/18/2013,Passionate surfer and traveller (with my VW campervan).,within an hour,100%,100%,f,1,t,t,Scheveningen Badplaats,Entire rental unit,Entire home/apt,3,1.5 baths,2,[],$150.00 ,3,100,9,72,66,4.77,4.8,4.64,4.94,4.94,4.92,4.7,f,0.59
4201448,Rental unit in The Hague · ★4.67 · 1 bedroom · 1 bed · 1 bath,"Het is in een rustige buurt, maar binnen 5 minuten lopen zit je in het hartje centrum.",13788134,4/1/2014,"Hallo,

Ik ben Alexander en mijn vriendin heet Lot.
Wij wonen in Den Haag, maar niet samen. Soms verhuur ik ook mijn eigen woning via Airbnb.",within an hour,100%,37%,f,1,t,t,Uilebomen,Entire rental unit,Entire home/apt,4,1 bath,1,[],$192.00 ,2,1125,20,355,18,4.67,4.61,4.39,4.89,4.56,4.78,4.56,f,0.18
4246416,Townhouse in The Hague · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,"The house is in a kind of artistic neighbourhood (""Zeeheldenkwartier"") next to the city center. It's popular among expats and young creative people. Around the corner are many second hand shops, coffee places and restaurants (including several great vegan/vegetarian ones).<br /><br />Den Haag is the third biggest city in The Netherlands and it's located right at the coast ( = beach :)). Den Haag is an ideal base to visit Amsterdam, Rotterdam, Utrecht or the historical town center of Delft.",22035217,10/2/2014,"Hi, I'm Lisa! I was born in Delft but i've been living in Den Haag for 20 years now. I work as a freelance graphic designer / web developer. I don't smoke and i think of myself as a responsible person :)

I've been active on Airbnb and Home Exchange for several years now. I enjoy meeting and hosting travelers: it's always interesting to meet people from other countries!",N/A,N/A,100%,f,1,t,t,Zeeheldenkwartier,Entire townhouse,Entire home/apt,6,1.5 baths,3,[],$99.00 ,6,30,0,30,32,4.94,4.94,4.75,4.97,5,4.94,4.88,f,0.37
4321442,Townhouse in The Hague · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,De buurt is een negentiende eeuwse woonwijk met mooi oude huizen. Het publiek is jong en oud en van alle culturen. De wijk is een zeer goede uitvalsbasis om ook andere delen van Den Haag te verkennen. Naar Amsterdam is de reisafstand een uur. Naar Rotterdam een half uur. Deze wijk grenst aan de rand van het centrum.,22435655,10/12/2014,,within a few hours,100%,96%,t,5,t,t,Sweelinckplein en omgeving,Private room in townhouse,Private room,2,1.5 baths,1,[],$84.00 ,1,7,12,332,138,4.82,4.88,4.91,4.89,4.87,4.63,4.76,f,1.24
4349954,Rental unit in The Hague · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,"The apartment is within walking distance from the nice beach, sea and dunes of the Hague.<br />By the beach is a nice boulevard with good restaurants.",13483532,3/24/2014,"Work as a marketeer. Love to explore, travel and do different sort of sports. ",within an hour,100%,100%,f,1,t,t,Waldeck-Noord,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],,2,1125,0,0,58,4.76,4.83,4.72,4.91,4.91,4.52,4.5,f,0.55
4666096,Bungalow in The Hague · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,24141076,11/25/2014,,N/A,N/A,N/A,f,1,t,t,Ockenburgh,Entire bungalow,Entire home/apt,2,1.5 baths,1,[],,2,1125,0,0,3,5,5,4.67,5,5,4.67,4,f,0.11
4692892,Rental unit in Den Haag · ★4.90 · 7 bedrooms · 1 bed · 1 bath,"Located between the beach and the city centre Duinoord is a quiet historic residential area. The apartment is at walking distance from the Peace Palace (five minutes) and other international organisations.<br /><br />I love living in Duinoord. You should go and eat herring in the traditional shopping street around the corner, visit the large collection of Mondrian paintings at the Gemeentemuseum, read your book at the beautifully kept Sweelinckplein and enjoy the restaurants and home decoration shops of the Zeehelden district. All at walking distance.<br /><br />You can also ride a bike for ten minutes to Scheveningen beach or to the city centre, ten minutes the other way.",15969204,5/25/2014,"Thank you for viewing my listing! I would like to tell you that I am married to Sebastian. He is interim manager for IT-projects and we have two children of school going age. 

We are living/working in the same house as the loft and the studio. At the ground floor we have made our office. At the fourth floor we have made two apartments. Nearby, we are also renting out two furnished two bedroom apartments to people who are going to live in the Netherlands for several months or longer. 

I work at the Netherlands Ministry of Foreign Affairs. Sebastian and I have traveled quite a bit. Now, I am fully enjoying the Netherlands and I hope that you will do the same.",within a few hours,100%,0%,f,4,t,t,Sweelinckplein en omgeving,Entire rental unit,Entire home/apt,1,1 bath,1,[],$65.00 ,20,1125,9,33,127,4.9,4.96,4.91,4.96,4.97,4.91,4.89,f,1.16
4775830,Home in Den Haag · ★5.0 · 4 bedrooms · 4 beds · 2 baths,In the middle of cozy Scheveningen and only a few minutes walk from the beach. Shops and supermarket within 100m.,24630882,12/8/2014,,within a few hours,70%,17%,f,1,t,t,Belgisch Park,Entire home,Entire home/apt,5,2 baths,4,[],$204.00 ,3,14,2,2,3,5,5,4.67,5,5,5,4.67,f,0.17
4808721,Home in Den Haag · ★4.70 · 1 bedroom · 3 beds · 1.5 baths,We live in a child friendly but touristic area. Playground and animal farm in front of the house. Beach at 100 m. Public transports in front of the house and city center nearby. (tram 1 and 9),24766559,12/12/2014,"We are a family with 3 kids 10, 12 and 14 years old living at a few meters from the beach. We like sports, sailing, fun and we like to meet other people from other countries. In our house we would be happy to meet you on your stay in Holland. 
",N/A,N/A,100%,f,1,t,t,Scheveningen Badplaats,Entire home,Entire home/apt,4,1.5 baths,3,[],,7,21,0,0,164,4.7,4.7,4.6,4.93,4.96,4.89,4.66,f,1.5
5008777,Place to stay in Den Haag · ★3.50 · 1 bedroom · 2 beds · 2 baths,"The Keizerstraat is located in the old part of Scheveningen, so it's a characteristic part with old Dutch houses and loads of shops. It's between the harbour and the Pier. The boulevard and the beach are just a 3 minute walk from our hostel. Most perfect place in town!",24220687,11/27/2014,"My name is Jordy and I am the founder and owner from  The first and only hostel in Scheveningen: Jorplace Beach Hostel. After traveling around the world and owning a kitesurfschool and guesthouse in the Dominican Republic, I believed in a starting a hostel in Scheveningen. Doors are open since 2007 and I would like to welcome you at Jorplace.",N/A,N/A,N/A,f,2,t,t,Scheveningen Badplaats,Entire place,Entire home/apt,2,2 baths,2,[],,2,1125,0,0,4,3.5,4,3.5,4.67,4,4.67,4,f,0.04
5217344,Rental unit in Den Haag · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,"Relaxed, intimate neighborhood, immersed with locally owned shops, cafes and restaurants.<br />A 5 to 10 minutes walk is all it takes to get to the center for shopping, museums (M.C. Esher, Mauritshuis, Gevangenpoort), royal Paleis Noordeinde and it's garden, Peace Palace, Panorama Mesdag.<br />15 to 20 minutes by bike or tram for access to several beaches.",12031544,2/7/2014,"Hi there, my name is Martin. 
I was born in Amsterdam and lived there for 25 years before moving to The Hague. 
I love the somewhat slower pace of this city and having the beach so close by is something I wouldn't want to miss.
I worked as a project manager in IT on (international) projects. After I retired I decided to start this b&b in 2015 and still like hosting people from all over the world.
I hope you'll enjoy your stay in The Hague! ",within an hour,100%,100%,f,1,t,t,Zeeheldenkwartier,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$95.00 ,2,100,0,221,235,4.84,4.76,4.91,4.95,4.96,4.94,4.76,f,2.21
5254112,Townhouse in Voorburg · ★4.78 · 3 bedrooms · 1 bed · 1 shared bath,"het is een rustige buurt vlakbij uitvalswegen. Openbaar vervoer op loopafstand waarmee u in 10 minuten in het centrum van den haag bent en u heeft een directe verbinding naar het strand met bus 23. Er zijn twee treinstations waar u een trein naar Amsterdam, Rotterdam , Utrecht en vele andere steden kunt nemen.",10690277,12/18/2013,"Hallo ik ben Mirjam en ik heb mijn huis prachtig opgeknapt om mijn huurders een mooie tijd te geven tijdens hun verblijf in mijn huis. Sinds vorig jaar is er dubbel glas geplaatst en een nieuwe keuken. . Mijn gasten zijn altijd erg tevreden met mijn huis omdat het groot is en er een fijne sfeer hangt. Respect voor elkaar en andermans spullen staan bij mij hoog in het vaandel. Omdat ik mijn huis graag voor langere termijn verhuur, vind ik het belangrijk dat de gasten goed met elkaar overweg moeten kunnen. Dat lukt tot nu toe prima zolang de huisregels worden nageleefd",within a few hours,100%,84%,t,4,t,t,Binckhorst,Private room in townhouse,Private room,1,1 shared bath,1,[],$45.00 ,7,30,10,300,40,4.78,4.63,4.48,4.82,4.85,4.64,4.64,f,0.4
5260600,Rental unit in Den Haag · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,The area is very lively and vivid. There are a lot of stores (5 min walk) were you can do you crosery and more..,26098224,1/14/2015,"Hi there my name is Ebs,

Thank you for considering my place for your stay. I like to travel myself and often look for airbnb places to stay in. As my house is big enough I decided to also become an airbnb host. So if you are looking for a comfortable stay in a cozy room within a beautiful apartment while discovering The Hague, then you are at the right place with the right host. 

Hope to see you soon.",N/A,N/A,86%,t,1,t,t,Valkenboskwartier,Private room in rental unit,Private room,2,1.5 shared baths,1,[],$106.00 ,2,1125,19,354,65,4.85,4.78,4.74,4.94,4.95,4.65,4.62,f,0.64
5267799,Rental unit in Den Haag · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,"Although residential you are very close to all the sights, public transport, local shops and the city centre. Keep this in mind when arriving and leaving the apartment, there are plenty of children asleep in the nearby homes.",3356078,8/24/2012,"After working and living in Oz, NZ, Canada,  Switzerland,  the UK and France, The Hague is now definitely home. We love the outdoors but also enjoy a relaxing break in a city. Our favourite local spots include the beach and the various walks in the dunes and reserves in and around the city. ",N/A,N/A,N/A,f,1,t,t,Sweelinckplein en omgeving,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],,3,30,0,0,6,4.83,5,5,4.83,5,4.83,5,f,0.27
5307470,Home in Den Haag · ★4.67 · 2 bedrooms · 2 beds · 2 baths,"Het Zeeheldenkwartier is een gezellige rustige woonbuurt met enkele leuke winkelstraten op 2 minuten loopafstand. Er zijn oa. een supermarkt, bakker, restaurants en cafe's. Het feitelijke centrum van Den Haag met de koninklijke paleistuin, het Noordeinde als winkelstraat, en het panorama Mesdag op 5 minuten lopen van de woning. Scheveningen Strand is op 10 minuten afstand!",11930200,2/4/2014,"Sinds het jaar 2000 ben ik woonachtig in Den Haag en hier werkzaam als architect. Daarvoor heb ik een aantal in Parijs gewerkt,en daar kom ik nog regelmatig om vrienden te bezoeken. Ik hou van kunst en muziek,beschik in het appartement over een vleugel en een verzameling hedendaagse kunst. Ik hou van reizen en vind het daarom leuk om mijn appartement voor anderen beschikbaar te stellen.",within a few hours,100%,89%,f,2,t,t,Zeeheldenkwartier,Entire home,Entire home/apt,8,2 baths,2,[],$221.00 ,2,40,23,172,61,4.67,4.75,4.28,4.9,4.9,4.89,4.41,f,0.59
5432192,Home in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,,28177276,2/22/2015,,within a few hours,100%,70%,f,1,t,t,Statenkwartier,Private room in home,Private room,2,1 shared bath,1,[],$60.00 ,2,5,0,307,147,4.64,4.79,4.6,4.95,4.97,4.83,4.51,f,1.41
5600830,Rental unit in Den Haag · ★4.58 · 1 bedroom · 1 bed · 1 bath,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",300966,11/27/2010,"I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,22,t,t,Huygenspark,Entire rental unit,Entire home/apt,2,1 bath,1,[],$193.00 ,1,1125,21,356,203,4.58,4.73,4.56,4.77,4.77,4.63,4.65,t,1.91
5887183,Condo in Den Haag · ★4.83 · 1 bedroom · 3 beds · 1 bath,"Bezuidenhout is a quiet and very pleasant, calm and relaxed neighbourhood, just outside the city centre. At an 10 minute walk from the apartment there is a street with supermarkets, bakery and all kinds of other shops. Restaurants, both for extensive dining and for fast food, are situated at a stone's throw distance from the house.",12697876,3/1/2014,"After travelling in various countries I know how important a welcoming, nice, clean place to stay is. I want to do my best to provide the same for my guests. Welcome in our house!

It is my experience that being in another country, in another culture, allows you to see your own life and what happens in your own country / environment into perspective. 

For the B&B it is my preference that people rent for minimal 1 week, so it's possible to have guests next to my daily work. But don't hesitate to apply if you want to come only for a few days. If it fits, we'll be happy to welcome you!

Apart from Dutch, we can attend you in English, Spanish, German and French. Looking forward to seeing you soon in beautiful The Hague!",within a few hours,100%,33%,f,1,t,t,Bezuidenhout-Midden,Entire condo,Entire home/apt,4,1 bath,3,[],$136.00 ,5,120,24,171,42,4.83,4.86,4.86,4.88,4.95,4.9,4.67,f,0.43
5934954,Rental unit in Den Haag · ★4.93 · 1 bedroom · 1 bed · 1 bath,"De plek is uniek voor Scheveningen. De studio bevindt zich in het monumentale pand van Hotel Bord de la Mer uit 1912. De Keizerstraat is om de hoek, alwaar o.a. ieder jaar herdacht wordt, dat latere Koning Willem I op 30 november 1813 met een Engels fregat als prins retourneerde in de Nederlanden (de landing van de prins) en verbleef op nummer 58. Op de Keizerstraat zijn nu alle winkels (de warme bakker/ kaasspecialist / Albert Heijn / Hema / Kruidvat) en ook de meest gezellige restaurants zijn op 2 minuten lopen van de rstudio. Start je dag en ontbijt in een strandpaviljoen. Huur een fiets in de buurt en fiets naar Meijendel en/of Katwijk en ontdek het Duingebied rond Wassenaar. Ga 's avonds eten bij 'Simonis' Of ga naar foodvillage bij fe vernieuwde pier en eindig de dag bij Crazy Piano's.",30817406,4/8/2015,"Mijn favoriete reisbestemming in de zomer is de zee. Maar wel aan zee. Dit appartement Is pal aan zee. Door de grote ramen prachtig licht en met uitzicht van het havenhoofd tot aan de Pier van Scheveningen. Een echt fijne plek om bij te komen van de drukte van alle dag, of om juist intensief de vakantie te genieten met alle voordelen van het strand en de boulevard voor de deur.",within an hour,100%,77%,t,2,t,t,Scheveningen Badplaats,Entire rental unit,Entire home/apt,2,1 bath,1,[],$177.00 ,4,1125,12,221,120,4.93,4.95,4.84,4.93,4.94,4.98,4.79,f,1.15
6022541,Condo in Den Haag · ★5.0 · 2 bedrooms · 1 bath,"Eine gute Wohngegend mit kleinen Geschäften wie das ""Kaashius,"" Bäcker, Fleischer, Fischladen, DonnerstagsMarkt. Die Wohnung liegt in einer ruhigen kleinen Seitenstrasse im 1. Stock eines typischen holländischen 2-stöckigen Hauses und typischer steiler Treppe. Auf der selben Etage gibt es 3 weitere Eingänge. Wir sind in gutem Kontakt mit den unmittelbaren Nachbarn. Der Fahrradverleih ist ca 15 Gehminuten von der Wohnung entfernt.<br />Im Sommer ist der Strand ein Erlebnis, der sundowner kann auf großen Sofas eingenommen werden",1888120,3/9/2012,"Ich bin Physiotherapeutin, Lehrerin für Qi Gong und biete intuitives Bogenschießen in der Nähe der Wohnung an. Ich lebe in Berlin und Den Haag, liebe die Natur, gehe gerne auf Flohmärkte und reise viel und gerne. Ausserdem liebe ich es Wohnungen einzurichten. Ich bin verheiratet und habe einen Sohn.",N/A,N/A,42%,t,3,t,t,Belgisch Park,Entire condo,Entire home/apt,2,1 bath,,[],,92,200,0,0,9,5,4.89,4.78,4.89,4.89,4.78,4.78,f,0.09
6109720,Rental unit in Den Haag · ★4.55 · 1 bedroom · 1 bed · 1 bath,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",300966,11/27/2010,"I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,22,t,t,Huygenspark,Entire rental unit,Entire home/apt,2,1 bath,1,[],$199.00 ,1,1125,17,352,96,4.55,4.62,4.63,4.77,4.76,4.68,4.55,t,0.92
6217039,Rental unit in Den Haag · ★4.49 · 1 bedroom · 1 bed · 1 bath,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",300966,11/27/2010,"I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,22,t,t,Huygenspark,Entire rental unit,Entire home/apt,2,1 bath,1,[],$192.00 ,1,1125,24,356,79,4.49,4.65,4.53,4.66,4.61,4.6,4.47,t,0.77
